Transaction_ID,Customer_ID,Amount,Date,Payment_Method,Status
T101751,C1282,841.75,06:12.8,Wallet,Completed
T101752,C3845,9453.52,06:12.8,Debit Card,Completed
T101753,C2059,3686.54,06:12.8,Debit Card,Completed
T101754,C5294,13535.98,06:12.8,Net Banking,Completed
T101755,C3533,8199.91,06:12.8,Wallet,Completed
T101756,C4829,5904.08,06:12.8,Debit Card,Completed
T101757,C2009,25.19,06:12.8,Net Banking,Completed
T101758,C2230,2791.54,06:12.8,UPI,Completed
T101759,C2036,1100.03,06:12.8,Wallet,Completed
T101760,C5586,12084.25,06:12.8,Debit Card,Completed
T101761,C1276,959.34,06:12.8,UPI,Completed
T101762,C3741,1684.78,06:12.8,Net Banking,Completed
T101763,C3290,3637,06:12.8,Debit Card,Completed
T101764,C2240,1528.3,06:12.8,Net Banking,Completed
T101765,C1126,1177.76,06:12.8,Net Banking,Completed
T101766,C5066,4570.21,06:12.8,Net Banking,Suspicious
T101767,C5313,465.68,06:12.8,Wallet,Completed
T101768,C4869,299.64,06:12.8,UPI,Completed
T101769,C2209,2328.03,06:12.8,UPI,Completed
T101770,C4250,6376.71,06:12.8,Credit Card,Completed
T101771,C1919,4046.23,06:12.8,Debit Card,Completed
T101772,C4924,2748.49,06:12.8,Net Banking,Completed
T101773,C5404,4170.69,06:12.8,Debit Card,Completed
T101774,C2970,2274.21,06:12.8,UPI,Completed
T101775,C3794,13755.81,06:12.8,UPI,Completed
T101776,C1892,282.35,06:12.8,Net Banking,Completed
T101777,C5471,5594.97,06:12.8,Wallet,Completed
T101778,C3034,11095.02,06:12.8,Net Banking,Completed
T101779,C2365,8145.26,06:12.8,Net Banking,Completed
T101780,C1129,1016.96,06:12.8,Credit Card,Completed
T101781,C2015,1754.36,06:12.8,Wallet,Completed
T101782,C2800,6312.39,06:12.8,Debit Card,Completed
T101783,C5613,440.17,06:12.8,Wallet,Completed
T101784,C2519,8352.89,06:12.8,Net Banking,Completed
T101785,C5182,6345.35,06:12.8,Net Banking,Completed
T101786,C2199,6539.39,06:12.8,Net Banking,Completed
T101787,C4874,528.14,06:12.8,Net Banking,Suspicious
T101788,C3475,6325,06:12.8,Net Banking,Completed
T101789,C4486,5694.33,06:12.8,Wallet,Completed
T101790,C5050,8886.99,06:12.8,Net Banking,Completed
T101791,C4720,212.43,06:12.8,UPI,Completed
T101792,C1303,116.91,06:12.8,UPI,Completed
T101793,C4953,2334.1,06:12.8,Credit Card,Completed
T101794,C5684,805.47,06:12.8,Debit Card,Completed
T101795,C1987,4086.58,06:12.8,UPI,Completed
T101796,C2864,12465.64,06:12.8,Credit Card,Completed
T101797,C5441,2483.63,06:12.8,Wallet,Completed
T101798,C5910,9320.05,06:12.8,Debit Card,Completed
T101799,C4073,1.2,06:12.8,Net Banking,Completed
T101800,C4125,922.71,06:12.8,Net Banking,Completed
T101801,C2328,154.48,06:12.8,Wallet,Completed
T101802,C3409,1988.58,06:12.8,Debit Card,Completed
T101803,C4674,11940.15,06:12.8,UPI,Completed
T101804,C4292,509.9,06:12.8,Debit Card,Completed
T101805,C5034,4662.22,06:12.8,Credit Card,Suspicious
T101806,C1704,3002.8,06:12.8,Wallet,Completed
T101807,C1575,13941.01,06:12.8,UPI,Completed
T101808,C4233,653.5,06:12.8,Debit Card,Completed
T101809,C5784,1191.46,06:12.8,Debit Card,Completed
T101810,C3633,149.94,06:12.8,UPI,Completed
T101811,C4829,2845.23,06:12.8,Credit Card,Completed
T101812,C4231,1627.49,06:12.8,Credit Card,Completed
T101813,C1489,10197.49,06:12.8,Debit Card,Completed
T101814,C2348,4643.6,06:12.8,Net Banking,Completed
T101815,C4682,4760.77,06:12.8,UPI,Completed
T101816,C4174,3795.48,06:12.8,Credit Card,Completed
T101817,C5590,481.73,06:12.8,Credit Card,Completed
T101818,C2668,2944.1,06:12.8,Credit Card,Completed
T101819,C2638,38056.68,06:12.8,Wallet,Suspicious
T101820,C5115,9016,06:12.8,Net Banking,Completed
T101821,C4554,11196.13,06:12.8,Credit Card,Completed
T101822,C2001,8664.43,06:12.8,Net Banking,Completed
T101823,C1851,543.73,06:12.8,Debit Card,Suspicious
T101824,C2389,1290.28,06:12.8,Debit Card,Completed
T101825,C4713,15.63,06:12.8,Wallet,Suspicious
T101826,C2368,1808.51,06:12.8,Net Banking,Completed
T101827,C1822,574.85,06:12.8,UPI,Completed
T101828,C1455,3200.81,06:12.8,Wallet,Completed
T101829,C2625,5652.49,06:12.8,Credit Card,Completed
T101830,C3773,10377.46,06:12.8,Debit Card,Completed
T101831,C4727,6915.84,06:12.8,Debit Card,Completed
T101832,C4148,13950.55,06:12.8,UPI,Completed
T101833,C5090,277.03,06:12.8,Wallet,Completed
T101834,C5807,61.27,06:12.8,Net Banking,Completed
T101835,C3191,5413.77,06:12.8,Debit Card,Completed
T101836,C1917,1707.89,06:12.8,Credit Card,Completed
T101837,C4987,1461.81,06:12.8,UPI,Suspicious
T101838,C3876,2009.01,06:12.8,UPI,Completed
T101839,C2441,1572.16,06:12.8,UPI,Completed
T101840,C5401,3581.43,06:12.8,Credit Card,Completed
T101841,C1736,2900.42,06:12.8,UPI,Completed
T101842,C4569,3591.59,06:12.8,Net Banking,Completed
T101843,C4339,5584.6,06:12.8,Net Banking,Completed
T101844,C4016,2448.02,06:12.8,Wallet,Completed
T101845,C3890,1447.14,06:12.8,Wallet,Completed
T101846,C1962,908.81,06:12.8,Net Banking,Completed
T101847,C3990,2149.87,06:12.8,Credit Card,Completed
T101848,C4849,6770.23,06:12.8,Wallet,Completed
T101849,C2027,7067.4,06:12.8,UPI,Completed
T101850,C4866,5496.64,06:12.8,Net Banking,Completed
T101851,C3864,1333.05,06:12.8,Debit Card,Completed
T101852,C3502,4434.71,06:12.8,Credit Card,Completed
T101853,C2948,4227.88,06:12.8,Credit Card,Completed
T101854,C2178,3310.82,06:12.8,Net Banking,Completed
T101855,C5761,3992.31,06:12.8,Debit Card,Completed
T101856,C1012,3384.31,06:12.8,Credit Card,Completed
T101857,C5400,4167.29,06:12.8,Wallet,Completed
T101858,C4365,6285.21,06:12.8,Debit Card,Completed
T101859,C4023,580.58,06:12.8,UPI,Completed
T101860,C4372,6923.99,06:12.8,Wallet,Completed
T101861,C3831,730.25,06:12.8,Debit Card,Completed
T101862,C1043,344.76,06:12.8,Net Banking,Suspicious
T101863,C1944,18665.14,06:12.8,Credit Card,Completed
T101864,C3391,15731.82,06:12.8,Wallet,Completed
T101865,C3546,311.7,06:12.8,Net Banking,Completed
T101866,C3412,2928.23,06:12.8,Debit Card,Completed
T101867,C5987,1030.48,06:12.8,UPI,Completed
T101868,C2005,3321.29,06:12.8,Credit Card,Completed
T101869,C1021,8865,06:12.8,Credit Card,Completed
T101870,C1407,15040.22,06:12.8,Wallet,Completed
T101871,C2015,5029.06,06:12.8,Net Banking,Completed
T101872,C5432,2184.05,06:12.8,Debit Card,Completed
T101873,C2839,4623.2,06:12.8,Debit Card,Completed
T101874,C4189,1869.84,06:12.8,Net Banking,Completed
T101875,C1715,12029.94,06:12.8,Credit Card,Completed
T101876,C5147,10216.53,06:12.8,Net Banking,Completed
T101877,C4855,4084.85,06:12.8,Debit Card,Completed
T101878,C5420,1963.72,06:12.8,Net Banking,Completed
T101879,C5885,1736.38,06:12.8,Credit Card,Completed
T101880,C1141,169.95,06:12.8,Wallet,Completed
T101881,C5566,8459.23,06:12.8,Credit Card,Completed
T101882,C5883,2992.67,06:12.8,UPI,Completed
T101883,C1964,1966.2,06:12.8,UPI,Completed
T101884,C1373,3184.88,06:12.8,Net Banking,Completed
T101885,C4636,8539.06,06:12.8,Credit Card,Completed
T101886,C3542,665.45,06:12.8,Credit Card,Completed
T101887,C4611,9747.54,06:12.8,Debit Card,Completed
T101888,C2693,11389.89,06:12.8,Wallet,Completed
T101889,C1106,14659.84,06:12.8,Credit Card,Completed
T101890,C2682,2533.24,06:12.8,Net Banking,Completed
T101891,C5098,1224.01,06:12.8,Debit Card,Completed
T101892,C5017,2339.16,06:12.8,Debit Card,Completed
T101893,C3637,2024.17,06:12.8,Net Banking,Completed
T101894,C3138,968.86,06:12.8,Net Banking,Completed
T101895,C4417,4673.12,06:12.8,Credit Card,Suspicious
T101896,C5446,3237.28,06:12.8,Credit Card,Completed
T101897,C4531,10038.43,06:12.8,Debit Card,Suspicious
T101898,C2287,163.18,06:12.8,Debit Card,Completed
T101899,C4180,5162.27,06:12.8,Wallet,Completed
T101900,C4655,7197.4,06:12.8,Debit Card,Completed
T101901,C3360,7124.9,06:12.8,Net Banking,Completed
T101902,C1445,10861.03,06:12.8,Net Banking,Completed
T101903,C1036,6528.8,06:12.8,Wallet,Completed
T101904,C2476,13142.27,06:12.8,UPI,Completed
T101905,C4958,2022.25,06:12.8,UPI,Completed
T101906,C2799,3497.93,06:12.8,Net Banking,Completed
T101907,C2846,70.9,06:12.8,UPI,Completed
T101908,C2409,34.91,06:12.8,UPI,Completed
T101909,C2709,1373.02,06:12.8,Wallet,Completed
T101910,C3939,531.29,06:12.8,Debit Card,Completed
T101911,C2301,1506.95,06:12.8,Debit Card,Completed
T101912,C2244,974.26,06:12.8,UPI,Completed
T101913,C4977,144.67,06:12.8,Credit Card,Completed
T101914,C4098,12001.22,06:12.8,Wallet,Completed
T101915,C5617,41.29,06:12.8,UPI,Completed
T101916,C1010,6660.59,06:12.8,Credit Card,Completed
T101917,C3426,825.25,06:12.8,Credit Card,Completed
T101918,C2661,12165.16,06:12.8,Wallet,Completed
T101919,C3632,11165.11,06:12.8,Debit Card,Completed
T101920,C5816,5305.15,06:12.8,Net Banking,Completed
T101921,C2073,5577.28,06:12.8,Credit Card,Completed
T101922,C4226,26.77,06:12.8,Net Banking,Completed
T101923,C5955,20955.9,06:12.8,Net Banking,Suspicious
T101924,C2317,10511.82,06:12.8,Wallet,Completed
T101925,C5146,11274.04,06:12.8,Debit Card,Completed
T101926,C4684,5382.95,06:12.8,Wallet,Completed
T101927,C4274,2113.97,06:12.8,Credit Card,Completed
T101928,C1146,11205.04,06:12.8,Debit Card,Suspicious
T101929,C4041,1723.15,06:12.8,UPI,Completed
T101930,C2463,4135.81,06:12.8,Debit Card,Completed
T101931,C5677,525.31,06:12.8,Wallet,Completed
T101932,C2585,12752.39,06:12.8,Wallet,Suspicious
T101933,C1483,758.6,06:12.8,Net Banking,Completed
T101934,C4180,1273.8,06:12.8,UPI,Completed
T101935,C2250,4083.74,06:12.8,Debit Card,Completed
T101936,C5769,7221.59,06:12.8,UPI,Completed
T101937,C1631,4829.39,06:12.8,Net Banking,Completed
T101938,C1662,1320.7,06:12.8,UPI,Completed
T101939,C4504,4.72,06:12.8,UPI,Completed
T101940,C3853,7076.57,06:12.8,Debit Card,Completed
T101941,C3467,21068.12,06:12.8,UPI,Suspicious
T101942,C1988,8301.37,06:12.8,Net Banking,Completed
T101943,C2547,3082.84,06:12.8,Credit Card,Completed
T101944,C1650,11704.93,06:12.8,Credit Card,Completed
T101945,C1969,2636.87,06:12.8,Wallet,Completed
T101946,C3638,3721.51,06:12.8,Credit Card,Completed
T101947,C2101,3242.11,06:12.8,Debit Card,Completed
T101948,C1441,2967.63,06:12.8,Wallet,Completed
T101949,C1770,7462.52,06:12.8,Credit Card,Completed
T101950,C2344,3740.86,06:12.8,Credit Card,Completed
T101951,C5359,1904.23,06:12.8,Wallet,Completed
T101952,C4730,1493.1,06:12.8,Debit Card,Completed
T101953,C4907,192.39,06:12.8,Wallet,Completed
T101954,C2578,4375.69,06:12.8,Debit Card,Suspicious
T101955,C5009,1306.57,06:12.8,Debit Card,Completed
T101956,C4352,801.63,06:12.8,Net Banking,Completed
T101957,C5796,5304.13,06:12.8,Credit Card,Completed
T101958,C3350,5716.1,06:12.8,Credit Card,Completed
T101959,C4603,6974.76,06:12.8,UPI,Completed
T101960,C2242,3501.63,06:12.8,Wallet,Completed
T101961,C2126,11224.16,06:12.8,Net Banking,Completed
T101962,C3602,13771.21,06:12.8,Credit Card,Completed
T101963,C2191,8234.94,06:12.8,UPI,Completed
T101964,C5132,5047.43,06:12.8,Net Banking,Completed
T101965,C5840,1810.02,06:12.8,Debit Card,Completed
T101966,C5449,20356.54,06:12.8,Credit Card,Suspicious
T101967,C1073,1601.96,06:12.8,Wallet,Suspicious
T101968,C2915,1132.35,06:12.8,Net Banking,Completed
T101969,C3473,2918.36,06:12.8,UPI,Completed
T101970,C4047,292.6,06:12.8,Wallet,Suspicious
T101971,C1708,19197.22,06:12.8,Debit Card,Completed
T101972,C2805,4438.92,06:12.8,Wallet,Completed
T101973,C4714,4070.39,06:12.8,UPI,Completed
T101974,C3565,5332.61,06:12.8,Debit Card,Completed
T101975,C3476,3436.06,06:12.8,UPI,Completed
T101976,C4611,162.94,06:12.8,Credit Card,Completed
T101977,C5256,4737.76,06:12.8,UPI,Completed
T101978,C3824,6296.97,06:12.8,Wallet,Completed
T101979,C2736,2695.69,06:12.8,Credit Card,Completed
T101980,C2586,7079.55,06:12.8,Credit Card,Suspicious
T101981,C1067,1287.39,06:12.8,Net Banking,Completed
T101982,C4062,1250.5,06:12.8,Wallet,Completed
T101983,C3429,880.21,06:12.8,Wallet,Completed
T101984,C5154,2326.03,06:12.8,Debit Card,Completed
T101985,C1342,9386.98,06:12.8,UPI,Completed
T101986,C3775,8798.75,06:12.8,UPI,Completed
T101987,C3818,2413.01,06:12.8,Wallet,Suspicious
T101988,C3662,4447.26,06:12.8,UPI,Completed
T101989,C2233,6379.43,06:12.8,Wallet,Suspicious
T101990,C4875,1380.13,06:12.8,Credit Card,Completed
T101991,C3402,920.46,06:12.8,UPI,Completed
T101992,C2495,17894.92,06:12.8,UPI,Completed
T101993,C5212,4805.88,06:12.8,Wallet,Completed
T101994,C1662,19927.2,06:12.8,Wallet,Completed
T101995,C4884,2060.61,06:12.8,Debit Card,Completed
T101996,C4620,6070.65,06:12.8,UPI,Completed
T101997,C2869,1259.02,06:12.8,Net Banking,Completed
T101998,C3335,1513.64,06:12.8,Wallet,Completed
T101999,C4375,3586.2,06:12.8,Net Banking,Completed
T102000,C2017,1925.51,06:12.8,Credit Card,Completed
T102001,C5407,917.34,06:12.8,Credit Card,Completed
T102002,C1208,1525.03,06:12.8,Net Banking,Completed
T102003,C3666,182.02,06:12.8,Credit Card,Completed
T102004,C3494,6094.14,06:12.8,Net Banking,Completed
T102005,C1633,3387.52,06:12.8,Debit Card,Completed
T102006,C3103,494.92,06:12.8,Debit Card,Completed
T102007,C3960,941.86,06:12.8,Credit Card,Completed
T102008,C4084,540.9,06:12.8,Net Banking,Completed
T102009,C5753,4741.39,06:12.8,Net Banking,Completed
T102010,C2932,494.74,06:12.8,Net Banking,Completed
T102011,C4720,7017.86,06:12.8,Credit Card,Completed
T102012,C3563,103.62,06:12.8,Net Banking,Completed
T102013,C2680,1434.25,06:12.8,Wallet,Completed
T102014,C1237,11066.77,06:12.8,Net Banking,Completed
T102015,C5444,6338.67,06:12.8,Wallet,Completed
T102016,C5726,378.84,06:12.8,Debit Card,Completed
T102017,C2541,8605.37,06:12.8,Wallet,Completed
T102018,C4944,3396.57,06:12.8,Debit Card,Completed
T102019,C1364,9379.5,06:12.8,Credit Card,Completed
T102020,C3369,4590.71,06:12.8,Debit Card,Completed
T102021,C1286,5725.89,06:12.8,Debit Card,Completed
T102022,C1149,25180.97,06:12.8,Net Banking,Completed
T102023,C5038,1322.01,06:12.8,UPI,Completed
T102024,C5552,4890.11,06:12.8,Debit Card,Completed
T102025,C2767,3083.91,06:12.8,Wallet,Completed
T102026,C5896,201.26,06:12.8,Credit Card,Completed
T102027,C2013,72.88,06:12.8,Wallet,Completed
T102028,C3832,634.79,06:12.8,Credit Card,Completed
T102029,C3508,5236.15,06:12.8,Wallet,Completed
T102030,C2524,4186.97,06:12.8,Debit Card,Completed
T102031,C3786,4030.79,06:12.8,UPI,Completed
T102032,C3557,161.88,06:12.8,Debit Card,Completed
T102033,C4726,3167.82,06:12.8,Net Banking,Completed
T102034,C5577,12926.25,06:12.8,Wallet,Completed
T102035,C2602,2534.1,06:12.8,UPI,Completed
T102036,C3409,4903.11,06:12.8,Wallet,Completed
T102037,C1341,7566.52,06:12.8,Net Banking,Completed
T102038,C3818,7660.66,06:12.8,Net Banking,Completed
T102039,C3497,3662.35,06:12.8,Net Banking,Completed
T102040,C5931,9757.95,06:12.8,Debit Card,Completed
T102041,C2726,2482.79,06:12.8,Debit Card,Completed
T102042,C2690,10977.33,06:12.8,UPI,Completed
T102043,C4268,1373.68,06:12.8,Net Banking,Completed
T102044,C5407,1644.02,06:12.8,Debit Card,Completed
T102045,C1262,272.92,06:12.8,Credit Card,Completed
T102046,C2443,7937.94,06:12.8,Credit Card,Completed
T102047,C1406,2698.31,06:12.8,Debit Card,Completed
T102048,C3191,1301.09,06:12.8,UPI,Suspicious
T102049,C5438,1318.46,06:12.8,Wallet,Completed
T102050,C1244,11583.42,06:12.8,Net Banking,Completed
T102051,C5586,8976.33,06:12.8,Debit Card,Completed
T102052,C5108,4031.93,06:12.8,UPI,Completed
T102053,C1561,4787.01,06:12.8,Wallet,Completed
T102054,C5138,3215.37,06:12.8,UPI,Completed
T102055,C3726,2485.16,06:12.8,Wallet,Completed
T102056,C1594,12353.65,06:12.8,Credit Card,Completed
T102057,C2827,671.16,06:12.8,Wallet,Completed
T102058,C4230,2710.26,06:12.8,Credit Card,Completed
T102059,C4288,2112.26,06:12.8,Net Banking,Completed
T102060,C5074,3447.28,06:12.8,Debit Card,Completed
T102061,C1134,3059.05,06:12.8,Credit Card,Completed
T102062,C4139,3658.29,06:12.8,UPI,Completed
T102063,C4920,753.64,06:12.8,Wallet,Completed
T102064,C1073,3598.91,06:12.8,UPI,Completed
T102065,C5495,1388.12,06:12.8,Credit Card,Completed
T102066,C5226,1018.74,06:12.8,UPI,Completed
T102067,C3979,335.16,06:12.8,Wallet,Completed
T102068,C5362,7191.15,06:12.8,Debit Card,Suspicious
T102069,C2986,2788.21,06:12.8,UPI,Completed
T102070,C1793,4926.11,06:12.8,Net Banking,Completed
T102071,C5260,6502.3,06:12.8,Wallet,Completed
T102072,C1095,5686.51,06:12.8,Wallet,Completed
T102073,C2134,3179.12,06:12.8,Net Banking,Completed
T102074,C5918,2454.29,06:12.8,Credit Card,Completed
T102075,C1238,2357.7,06:12.8,Net Banking,Completed
T102076,C3947,5108.93,06:12.8,Credit Card,Completed
T102077,C3531,3413.95,06:12.8,Debit Card,Completed
T102078,C2961,9456.76,06:12.8,Credit Card,Completed
T102079,C2049,10385.3,06:12.8,Debit Card,Completed
T102080,C3530,935.02,06:12.8,Debit Card,Completed
T102081,C3965,732.26,06:12.8,Net Banking,Completed
T102082,C1964,4976.68,06:12.8,Debit Card,Completed
T102083,C1537,1792.14,06:12.8,Credit Card,Completed
T102084,C5224,93.73,06:12.8,UPI,Completed
T102085,C4680,10975.06,06:12.8,Wallet,Completed
T102086,C5188,1286.74,06:12.8,Wallet,Completed
T102087,C4725,13245.18,06:12.8,Credit Card,Completed
T102088,C1543,6319.22,06:12.8,UPI,Completed
T102089,C1846,7191.17,06:12.8,Debit Card,Completed
T102090,C4604,1124.86,06:12.8,Credit Card,Completed
T102091,C4037,1334.13,06:12.8,Debit Card,Completed
T102092,C3495,3683.07,06:12.8,Net Banking,Completed
T102093,C5486,944.31,06:12.8,UPI,Completed
T102094,C3720,1822.32,06:12.8,Wallet,Completed
T102095,C2885,1939.08,06:12.8,Credit Card,Completed
T102096,C5139,869.56,06:12.8,Wallet,Completed
T102097,C5350,1148.22,06:12.8,Debit Card,Completed
T102098,C4202,7768.88,06:12.8,Debit Card,Completed
T102099,C3711,914.78,06:12.8,Net Banking,Completed
T102100,C2954,144.35,06:12.8,Debit Card,Completed
T102101,C5738,4962.55,06:12.8,Debit Card,Completed
T102102,C4851,18644.99,06:12.8,Wallet,Completed
T102103,C1690,2011.45,06:12.8,Wallet,Completed
T102104,C2951,631.53,06:12.8,Credit Card,Completed
T102105,C1457,4224.36,06:12.8,Credit Card,Completed
T102106,C3131,11841.18,06:12.8,Debit Card,Completed
T102107,C4977,7663.81,06:12.8,UPI,Completed
T102108,C5245,4871.13,06:12.8,Credit Card,Completed
T102109,C2180,1892.09,06:12.8,Debit Card,Completed
T102110,C5286,3903.12,06:12.8,Wallet,Completed
T102111,C4566,478.4,06:12.8,Net Banking,Completed
T102112,C1883,5680.72,06:12.8,Wallet,Completed
T102113,C1400,6456.67,06:12.8,Wallet,Completed
T102114,C1609,16766.56,06:12.8,Net Banking,Completed
T102115,C2639,1508.21,06:12.8,Wallet,Completed
T102116,C3149,93.14,06:12.8,Credit Card,Completed
T102117,C2383,3943.98,06:12.8,Wallet,Completed
T102118,C2404,6134.34,06:12.8,Net Banking,Completed
T102119,C1820,7812.95,06:12.8,Debit Card,Completed
T102120,C4293,1076.74,06:12.8,Debit Card,Completed
T102121,C1820,1517.38,06:12.8,Debit Card,Completed
T102122,C1420,3593.26,06:12.8,Net Banking,Completed
T102123,C5220,2006.87,06:12.8,Net Banking,Completed
T102124,C5518,9848.87,06:12.8,Credit Card,Completed
T102125,C4303,3209.99,06:12.8,Net Banking,Completed
T102126,C2509,8036.67,06:12.8,Debit Card,Completed
T102127,C1768,4344.89,06:12.8,Net Banking,Completed
T102128,C3045,7416.01,06:12.8,UPI,Completed
T102129,C3140,2022.38,06:12.8,Wallet,Completed
T102130,C4030,8901.62,06:12.8,Credit Card,Completed
T102131,C2550,1604.97,06:12.8,Debit Card,Suspicious
T102132,C2765,3949.38,06:12.8,Debit Card,Completed
T102133,C3646,1204.04,06:12.8,UPI,Completed
T102134,C4717,3226.8,06:12.8,Credit Card,Completed
T102135,C5606,1914.91,06:12.8,Wallet,Completed
T102136,C5482,1551.03,06:12.8,Credit Card,Completed
T102137,C3294,17053.97,06:12.8,Credit Card,Completed
T102138,C5838,872.21,06:12.8,Debit Card,Completed
T102139,C3709,7739.97,06:12.8,Net Banking,Completed
T102140,C1901,20727.65,06:12.8,Wallet,Suspicious
T102141,C4085,100.51,06:12.8,Credit Card,Completed
T102142,C3010,6003.68,06:12.8,UPI,Completed
T102143,C1242,1457.86,06:12.8,Debit Card,Completed
T102144,C3386,206.65,06:12.8,Net Banking,Completed
T102145,C5269,2578.27,06:12.8,Net Banking,Completed
T102146,C1672,13683.62,06:12.8,Debit Card,Completed
T102147,C1164,59.17,06:12.8,Credit Card,Completed
T102148,C1465,4432.27,06:12.8,Debit Card,Completed
T102149,C4043,3479.72,06:12.8,Net Banking,Completed
T102150,C5593,10332.99,06:12.8,Net Banking,Completed
T102151,C5796,438.7,06:12.8,UPI,Suspicious
T102152,C3443,5721.07,06:12.8,UPI,Completed
T102153,C5799,5698.89,06:12.8,Net Banking,Completed
T102154,C3356,5529.39,06:12.8,UPI,Completed
T102155,C5279,14265.48,06:12.8,UPI,Completed
T102156,C5725,8660.5,06:12.8,UPI,Completed
T102157,C3558,214.4,06:12.8,Net Banking,Completed
T102158,C1546,3184.62,06:12.8,Credit Card,Completed
T102159,C5720,2537.1,06:12.8,Credit Card,Completed
T102160,C4836,1856.39,06:12.8,Wallet,Completed
T102161,C1594,3001.35,06:12.8,UPI,Completed
T102162,C5840,2424.12,06:12.8,Credit Card,Completed
T102163,C4805,2831.11,06:12.8,Wallet,Completed
T102164,C2460,19378.91,06:12.8,Debit Card,Completed
T102165,C4494,464.05,06:12.8,UPI,Completed
T102166,C3602,12770.05,06:12.8,Credit Card,Completed
T102167,C3445,3271.91,06:12.8,Credit Card,Completed
T102168,C3673,4887.4,06:12.8,Credit Card,Completed
T102169,C5201,8865.17,06:12.8,Wallet,Completed
T102170,C1017,2235.05,06:12.8,Debit Card,Completed
T102171,C4192,2814.3,06:12.8,UPI,Completed
T102172,C1393,2634.08,06:12.8,Credit Card,Completed
T102173,C1425,2347.87,06:12.8,Net Banking,Completed
T102174,C1572,12986.75,06:12.8,UPI,Completed
T102175,C4632,8828.41,06:12.8,Net Banking,Completed
T102176,C2121,577.05,06:12.8,Wallet,Completed
T102177,C1242,572.14,06:12.8,Credit Card,Completed
T102178,C4898,2791.94,06:12.8,UPI,Completed
T102179,C5096,519.35,06:12.8,UPI,Completed
T102180,C3280,4826,06:12.8,Credit Card,Suspicious
T102181,C1789,775.62,06:12.8,Debit Card,Completed
T102182,C1715,3694.63,06:12.8,Wallet,Completed
T102183,C5855,36.23,06:12.8,Credit Card,Completed
T102184,C3850,1903.35,06:12.8,UPI,Completed
T102185,C1776,5653.47,06:12.8,Debit Card,Completed
T102186,C5027,3308.62,06:12.8,UPI,Completed
T102187,C3248,19145.19,06:12.8,Net Banking,Completed
T102188,C1079,10361.49,06:12.8,UPI,Completed
T102189,C4927,2224.18,06:12.8,Wallet,Completed
T102190,C1856,232.77,06:12.8,Credit Card,Completed
T102191,C3149,9341.89,06:12.8,UPI,Completed
T102192,C2032,12108.78,06:12.8,Net Banking,Completed
T102193,C5941,8591.45,06:12.8,Net Banking,Completed
T102194,C4272,684.54,06:12.8,Credit Card,Completed
T102195,C4577,30865.25,06:12.8,Net Banking,Completed
T102196,C5183,1495.97,06:12.8,Credit Card,Completed
T102197,C4457,6440.49,06:12.8,Wallet,Completed
T102198,C4507,11931.73,06:12.8,Credit Card,Completed
T102199,C1408,1343.89,06:12.8,Debit Card,Completed
T102200,C3712,11943.91,06:12.8,Net Banking,Completed
T102201,C4089,1851.56,06:12.8,Net Banking,Completed
T102202,C2669,18735.34,06:12.8,UPI,Completed
T102203,C1148,1651.28,06:12.8,Debit Card,Completed
T102204,C5328,15334.62,06:12.8,UPI,Completed
T102205,C4898,275.16,06:12.8,Credit Card,Completed
T102206,C2951,6176.84,06:12.8,Wallet,Completed
T102207,C1366,3797.62,06:12.8,Net Banking,Completed
T102208,C2675,3249.26,06:12.8,Wallet,Completed
T102209,C5532,1264.76,06:12.8,Credit Card,Completed
T102210,C5495,6114.01,06:12.8,Credit Card,Completed
T102211,C3547,1058.6,06:12.8,Debit Card,Completed
T102212,C1563,4024.21,06:12.8,UPI,Completed
T102213,C4563,1460.09,06:12.8,Net Banking,Completed
T102214,C3490,15574.99,06:12.8,Net Banking,Completed
T102215,C1773,145.25,06:12.8,Wallet,Completed
T102216,C3038,1114.02,06:12.8,Debit Card,Completed
T102217,C4424,1387.41,06:12.8,Credit Card,Completed
T102218,C3568,2672.76,06:12.8,Debit Card,Completed
T102219,C2574,1324.58,06:12.8,Net Banking,Completed
T102220,C4695,3379.97,06:12.8,UPI,Completed
T102221,C4292,10296.84,06:12.8,Wallet,Completed
T102222,C2247,6225.08,06:12.8,Credit Card,Completed
T102223,C4720,4337.05,06:12.8,Credit Card,Completed
T102224,C4840,466.08,06:12.8,Credit Card,Completed
T102225,C1360,5920.72,06:12.8,UPI,Completed
T102226,C3377,910.09,06:12.8,Net Banking,Completed
T102227,C4010,7717.49,06:12.8,Net Banking,Completed
T102228,C3994,1438.79,06:12.8,Debit Card,Suspicious
T102229,C1963,2698.26,06:12.8,Debit Card,Completed
T102230,C4633,2157.53,06:12.8,Net Banking,Suspicious
T102231,C2828,9788.38,06:12.8,Credit Card,Completed
T102232,C2614,676.49,06:12.8,UPI,Completed
T102233,C2641,4169.46,06:12.8,Net Banking,Completed
T102234,C3217,766.11,06:12.8,UPI,Completed
T102235,C5313,6100.44,06:12.8,Wallet,Completed
T102236,C1378,11773.51,06:12.8,Credit Card,Completed
T102237,C5215,2851.18,06:12.8,Wallet,Completed
T102238,C5286,3348.05,06:12.8,Net Banking,Suspicious
T102239,C1370,13115.52,06:12.8,Debit Card,Completed
T102240,C3197,3680.18,06:12.8,Net Banking,Completed
T102241,C4748,3343.23,06:12.8,Wallet,Completed
T102242,C1652,4317.65,06:12.8,UPI,Completed
