,Transaction_ID,Customer_ID,Amount,Date,Status,Month,Year,Anomaly_Score,Anomaly_Label,Risk_Flag,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI,Payment_Method_Wallet,Next_Month_Risk_Prediction
2303,T102303,C2377,7690.31,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2304,T102304,C3744,1354.57,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2305,T102305,C1515,1703.07,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2306,T102306,C1703,13902.13,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2307,T102307,C2654,8734.07,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,False,0
2308,T102308,C3067,5983.28,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2309,T102309,C1023,429.06,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2310,T102310,C3461,2708.69,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2311,T102311,C2305,4096.98,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2312,T102312,C4301,1037.65,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2313,T102313,C1362,2973.09,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2314,T102314,C4728,4594.29,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2315,T102315,C2285,1982.85,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2316,T102316,C1515,7592.16,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2317,T102317,C1449,9176.98,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2318,T102318,C2856,1954.92,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2319,T102319,C5970,9121.12,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2320,T102320,C4563,546.71,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2321,T102321,C3521,9092.44,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2322,T102322,C4082,828.8,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2323,T102323,C2429,432.84,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,True,0
2324,T102324,C4968,5132.98,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2325,T102325,C1923,3192.7,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2326,T102326,C4138,11923.89,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,False,0
2327,T102327,C3160,2256.41,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2328,T102328,C3548,1692.44,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2329,T102329,C3980,3473.09,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2330,T102330,C3282,3043.54,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2331,T102331,C3650,2111.24,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2332,T102332,C1314,5916.63,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2333,T102333,C3614,7126.46,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2334,T102334,C4084,9586.07,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2335,T102335,C3257,18033.11,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,False,False,0
2336,T102336,C2038,1550.7,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2337,T102337,C4490,6295.55,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2338,T102338,C3635,2506.51,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2339,T102339,C4984,5651.78,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2340,T102340,C2779,3231.14,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2341,T102341,C4896,25394.39,2026-03-04 06:12:48,Suspicious,3,2026,-1,Suspicious,1,False,False,False,False,0
2342,T102342,C2125,6526.38,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2343,T102343,C1698,15234.21,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,False,True,0
2344,T102344,C3180,9008.13,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2345,T102345,C2405,11660.12,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2346,T102346,C2044,8421.32,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2347,T102347,C2930,3073.15,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2348,T102348,C2014,1450.35,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2349,T102349,C1227,2312.72,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2350,T102350,C2829,102.22,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2351,T102351,C5918,3711.62,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2352,T102352,C3024,3516.57,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2353,T102353,C5967,3724.84,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2354,T102354,C3453,18254.3,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,True,False,0
2355,T102355,C3086,12121.17,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2356,T102356,C5284,881.97,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2357,T102357,C2081,2301.32,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2358,T102358,C3321,2757.86,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2359,T102359,C4191,2235.6,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2360,T102360,C3631,8009.73,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2361,T102361,C3564,3712.08,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2362,T102362,C4293,4244.33,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2363,T102363,C5622,9587.07,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2364,T102364,C4587,8197.63,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2365,T102365,C5432,709.04,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2366,T102366,C3948,6257.32,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2367,T102367,C4960,2858.51,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2368,T102368,C3814,1745.3,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2369,T102369,C3584,256.57,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2370,T102370,C1162,3339.83,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2371,T102371,C1594,2195.91,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2372,T102372,C4260,1448.51,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2373,T102373,C5156,5931.84,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2374,T102374,C3963,7337.21,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2375,T102375,C4889,1403.79,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2376,T102376,C4391,253.56,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2377,T102377,C5502,9444.2,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2378,T102378,C1664,50.05,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,True,False,0
2379,T102379,C2133,13832.04,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2380,T102380,C1542,4939.2,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2381,T102381,C3975,1941.91,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2382,T102382,C1868,1414.98,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2383,T102383,C3067,45.23,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2384,T102384,C1432,1342.48,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2385,T102385,C5836,740.92,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,True,False,False,0
2386,T102386,C5279,4735.89,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2387,T102387,C2207,910.88,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2388,T102388,C3529,3760.56,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2389,T102389,C2170,4459.41,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2390,T102390,C1831,1769.41,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2391,T102391,C2652,178.47,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2392,T102392,C2137,189.83,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2393,T102393,C3811,133.5,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2394,T102394,C1476,6718.56,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2395,T102395,C3811,1913.7,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2396,T102396,C2327,7955.54,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2397,T102397,C2020,2825.82,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2398,T102398,C2837,3016.52,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2399,T102399,C5257,3596.25,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2400,T102400,C3449,6241.91,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2401,T102401,C5294,1597.6,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2402,T102402,C2284,648.19,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2403,T102403,C1660,4060.3,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2404,T102404,C3011,1979.88,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2405,T102405,C1399,2921.39,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2406,T102406,C2734,5205.68,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2407,T102407,C3126,3407.34,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2408,T102408,C3172,4841.59,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2409,T102409,C1075,3928.51,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2410,T102410,C5698,6731.45,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2411,T102411,C4472,6119.8,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2412,T102412,C1837,3819.89,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2413,T102413,C1500,5680.06,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2414,T102414,C1138,10339.92,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2415,T102415,C3098,2830.56,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2416,T102416,C4697,2661.63,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2417,T102417,C2886,7224.82,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2418,T102418,C3758,4368.0,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2419,T102419,C4921,368.27,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,False,0
2420,T102420,C2901,11133.31,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2421,T102421,C3611,156.33,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2422,T102422,C4987,6899.5,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2423,T102423,C2450,7110.52,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2424,T102424,C1547,15299.87,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,False,False,0
2425,T102425,C5677,278.27,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2426,T102426,C3004,4542.32,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2427,T102427,C3097,2791.69,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2428,T102428,C1704,2007.11,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2429,T102429,C3404,473.3,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2430,T102430,C2626,4135.15,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2431,T102431,C4332,3260.42,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2432,T102432,C5734,552.17,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2433,T102433,C3979,4740.06,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2434,T102434,C5737,6696.16,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2435,T102435,C3840,7289.56,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2436,T102436,C4385,11789.07,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2437,T102437,C3660,2633.68,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2438,T102438,C2862,15295.79,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,False,True,0
2439,T102439,C3857,10028.33,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2440,T102440,C1686,1758.45,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2441,T102441,C5284,867.5,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2442,T102442,C2620,2858.09,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2443,T102443,C5644,2569.98,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2444,T102444,C2432,4286.8,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2445,T102445,C1876,4377.98,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2446,T102446,C5714,6931.21,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2447,T102447,C3462,3565.63,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2448,T102448,C2366,553.67,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2449,T102449,C2244,9769.91,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2450,T102450,C5999,1853.61,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2451,T102451,C1163,17753.85,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,True,False,False,False,0
2452,T102452,C2975,627.02,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2453,T102453,C4292,15880.42,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,False,False,0
2454,T102454,C1270,477.12,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2455,T102455,C1632,1313.56,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2456,T102456,C1906,238.5,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,False,0
2457,T102457,C4472,6105.82,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2458,T102458,C4254,9495.57,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2459,T102459,C3015,2846.43,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2460,T102460,C2642,13191.83,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2461,T102461,C1205,4461.64,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2462,T102462,C1582,4971.36,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2463,T102463,C1841,9335.19,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2464,T102464,C2720,1760.57,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2465,T102465,C3644,2186.84,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2466,T102466,C3298,11819.75,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2467,T102467,C1875,11561.33,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2468,T102468,C1690,18750.11,2026-03-04 06:12:48,Suspicious,3,2026,-1,Suspicious,1,False,False,False,False,0
2469,T102469,C5001,11605.7,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2470,T102470,C4142,681.23,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2471,T102471,C2423,8678.53,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,True,0
2472,T102472,C1672,2636.8,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2473,T102473,C2172,23443.5,2026-03-04 06:12:48,Suspicious,3,2026,-1,Suspicious,1,True,False,False,False,0
2474,T102474,C4727,3195.96,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2475,T102475,C1944,4035.34,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2476,T102476,C2450,3772.72,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2477,T102477,C4738,1941.1,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2478,T102478,C3540,389.93,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2479,T102479,C4960,11300.08,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2480,T102480,C5992,8114.54,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2481,T102481,C5261,751.36,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2482,T102482,C3362,7497.72,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2483,T102483,C4653,4915.45,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2484,T102484,C4671,2630.91,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2485,T102485,C2754,1465.29,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2486,T102486,C3353,9820.89,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2487,T102487,C2939,6023.0,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2488,T102488,C1371,3967.49,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2489,T102489,C5949,4702.51,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2490,T102490,C5480,477.41,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2491,T102491,C2932,3211.51,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2492,T102492,C1425,1076.5,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2493,T102493,C5725,1168.39,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2494,T102494,C1895,5413.26,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2495,T102495,C1598,12110.01,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2496,T102496,C4063,2585.53,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2497,T102497,C3337,1164.39,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2498,T102498,C5689,5231.24,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2499,T102499,C2688,10246.97,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2500,T102500,C1573,6897.96,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2501,T102501,C3091,10153.53,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2502,T102502,C4670,3845.33,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2503,T102503,C5273,6969.14,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2504,T102504,C5625,754.49,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2505,T102505,C2634,2140.66,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2506,T102506,C2518,2467.79,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2507,T102507,C5294,3579.99,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2508,T102508,C3658,13230.76,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2509,T102509,C4649,10369.15,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2510,T102510,C5949,722.39,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2511,T102511,C4589,948.48,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2512,T102512,C2538,2213.04,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2513,T102513,C4138,1717.69,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2514,T102514,C1098,4769.59,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2515,T102515,C4216,11653.69,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2516,T102516,C5531,16389.35,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,True,False,0
2517,T102517,C5733,5300.85,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2518,T102518,C4751,9105.71,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2519,T102519,C4158,3724.33,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2520,T102520,C5684,1168.03,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2521,T102521,C1344,3718.92,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2522,T102522,C5667,4049.33,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2523,T102523,C1611,6782.85,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2524,T102524,C2728,1241.56,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2525,T102525,C3291,2296.79,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2526,T102526,C2855,2263.0,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2527,T102527,C3609,16024.81,2026-03-04 06:12:48,Completed,3,2026,-1,Suspicious,0,False,False,False,True,0
2528,T102528,C3080,2934.44,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,False,0
2529,T102529,C3325,7034.4,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2530,T102530,C5628,6947.73,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2531,T102531,C2178,1543.13,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2532,T102532,C2092,4241.64,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2533,T102533,C5980,11235.89,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2534,T102534,C3792,3223.67,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2535,T102535,C2750,14512.8,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2536,T102536,C3676,1206.91,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2537,T102537,C1782,385.26,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,True,False,0
2538,T102538,C4049,11102.9,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2539,T102539,C3106,9408.9,2026-03-04 06:12:48,Suspicious,3,2026,1,Normal,1,False,False,False,True,0
2540,T102540,C4868,24524.54,2026-03-04 06:12:48,Suspicious,3,2026,-1,Suspicious,1,False,True,False,False,0
2541,T102541,C5977,5687.7,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2542,T102542,C5543,13798.4,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
2543,T102543,C3114,8770.85,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2544,T102544,C4971,9303.18,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2545,T102545,C2992,4209.88,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,True,0
2546,T102546,C2068,2409.28,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2547,T102547,C2578,13632.96,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,True,False,False,0
2548,T102548,C2012,2829.2,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,True,False,False,False,0
2549,T102549,C3275,3869.83,2026-03-04 06:12:48,Completed,3,2026,1,Normal,0,False,False,False,False,0
